#id	CHR
cg14694011	15
cg14694232	6
cg14694952	4
cg14695751	2
cg14696348	16
cg14696396	15
cg14696820	1
cg14696870	1
cg14698961	2
cg14700577	3
cg14700707	6
cg14700821	5
cg14701410	12
cg14701962	1
cg14702264	7
cg14704941	11
cg14705927	10
cg14706178	7
cg14706739	8
cg14707431	9
cg14708847	X
cg14709481	5
cg14709524	16
cg14710524	16
cg14711016	16
cg14711201	5
cg14711709	16
cg14712964	3
cg14714578	13
cg14717170	3
cg14717946	1
cg14718680	1
cg14719055	X
cg14719352	19
cg14721213	1
cg14722162	5
cg14723014	13
cg14723032	17
cg14723799	14
cg14724265	4
cg14724364	11
cg14724613	7
cg14726525	8
cg14726637	1
cg14727512	22
cg14727952	11
cg14729071	8
cg14732136	17
cg14732540	1
cg14733672	22
cg14736210	20
cg14736911	4
cg14737613	19
cg14737977	17
cg14738823	12
cg14740251	19
cg14741666	17
cg14741922	11
cg14743462	1
cg14743649	X
cg14747072	12
cg14747225	16
cg14750190	17
cg14751914	18
cg14753432	11
cg14754581	3
cg14755009	11
cg14755341	X
cg14755852	8
cg14757296	*
cg14757492	19
cg14758413	3
cg14758526	11
cg14759043	12
cg14760714	15
cg14761227	7
cg14764661	17
cg14766198	1
cg14766682	X
cg14767877	10
cg14769265	3
cg14772955	1
cg14773259	1
cg14773282	19
cg14774175	X
cg14775560	11
cg14776416	9
cg14776962	6
cg14777972	14
cg14780914	20
cg14781919	17
cg14782678	17
cg14784348	X
cg14784653	10
cg14784788	5
cg14785449	7
cg14785479	22
cg14787704	5
cg14789259	2
cg14789590	22
cg14789804	12
cg14789928	22
cg14791831	16
cg14792155	15
cg14792480	16
cg14795305	7
cg14795968	2
cg14796007	7
cg14797438	18
cg14797887	15
cg14799446	19
cg14800883	3
cg14801726	17
cg14802310	12
cg14802951	9
cg14804557	*
cg14807303	X
cg14808739	17
cg14809191	6
cg14812492	13
cg14813083	11
cg14813406	1
cg14815778	X
cg14816013	12
cg14816748	17
cg14817143	8
cg14817542	10
cg14817848	12
cg14818279	5
cg14820573	16
cg14820798	7
cg14821083	16
cg14822966	4
cg14823109	20
cg14823162	6
cg14824983	3
cg14826456	10
cg14826683	1
cg14828965	16
cg14829378	9
cg14830952	8
cg14831798	6
cg14831838	2
cg14832358	2
cg14832904	2
cg14833160	19
cg14833385	6
cg14834436	14
cg14835962	22
cg14837082	3
cg14837165	15
cg14837411	17
cg14838256	4
cg14839257	6
cg14839898	11
cg14839932	6
cg14840416	2
cg14841098	X
cg14841875	1
cg14844130	22
cg14845091	13
cg14846293	17
cg14847483	15
cg14847688	14
cg14849423	19
cg14849559	2
cg14850026	1
cg14850181	22
cg14851685	19
cg14853515	7
cg14854487	X
cg14858551	20
cg14859074	3
cg14859417	10
cg14859460	5
cg14859749	22
cg14860494	1
cg14861570	17
cg14862827	9
cg14863484	16
cg14864603	17
cg14865516	5
cg14865868	2
cg14869028	1
cg14870271	17
cg14870461	3
cg14871138	20
cg14871544	18
cg14871856	8
cg14872956	12
cg14873135	5
cg14874121	5
cg14876043	19
cg14879013	15
cg14880655	20
cg14880800	5
cg14882700	4
cg14883392	12
cg14884741	6
cg14885742	11
cg14886269	1
cg14887509	1
cg14889768	6
cg14892037	X
cg14892066	4
cg14892768	19
cg14893129	17
cg14893161	1
cg14893163	13
cg14894144	18
cg14894216	11
cg14896003	11
cg14896516	7
cg14897096	11
cg14898639	20
cg14898779	7
cg14898892	4
cg14899547	2
cg14900471	8
cg14902389	2
cg14903309	12
cg14904464	12
cg14908548	5
cg14910241	3
cg14911395	3
cg14911472	6
cg14912034	10
cg14912575	14
cg14913610	12
cg14913925	7
cg14914852	17
cg14914982	12
cg14915165	1
cg14915263	20
cg14916079	10
cg14916200	*
cg14916213	11
cg14916288	17
cg14917512	19
cg14918082	17
cg14919562	9
cg14920334	12
cg14920426	5
cg14920846	1
cg14923435	2
cg14924091	15
cg14924278	10
cg14925024	1
cg14927277	11
cg14930396	2
cg14930674	15
cg14930706	19
cg14931645	1
cg14932645	2
cg14932684	12
cg14934766	2
cg14934821	9
cg14939652	14
cg14939691	3
cg14940420	3
cg14942312	X
cg14944269	14
cg14944362	20
cg14946299	7
cg14947494	6
cg14948436	6
cg14948822	2
cg14949649	12
cg14950072	18
cg14951292	16
cg14951734	2
cg14957086	12
cg14958018	8
cg14958635	5
cg14958889	1
cg14959707	16
cg14960043	6
cg14961385	20
cg14961550	6
cg14962548	2
cg14962776	X
cg14963371	1
cg14963897	20
cg14964658	1
cg14966252	5
cg14967066	11
cg14967972	10
cg14971781	1
cg14972143	4
cg14972271	1
cg14973995	4
cg14974772	14
cg14975238	7
cg14976276	6
cg14981132	12
cg14982472	21
cg14984307	14
cg14984920	7
cg14986136	X
cg14986420	X
cg14987922	2
cg14988503	4
cg14989191	16
cg14990333	19
cg14991487	2
cg14992108	8
cg14992253	1
cg14993293	5
cg14996805	17
cg14998713	11
cg15001372	7
cg15001381	16
cg15002187	7
cg15002204	6
cg15002214	17
cg15003158	5
cg15003434	9
cg15005385	17
cg15006396	3
cg15006973	1
cg15008991	X
cg15009698	5
cg15009813	17
cg15010067	19
cg15010390	4
cg15013019	19
cg15014034	X
cg15014458	19
cg15014549	17
cg15016234	1
cg15016628	X
cg15018760	22
cg15019617	10
cg15020645	5
cg15021292	5
cg15021531	12
cg15025769	15
cg15028436	7
cg15031780	1
cg15032239	15
cg15034135	5
cg15034763	1
cg15035273	12
cg15035713	14
cg15037004	5
cg15039399	11
cg15041659	1
cg15042080	8
cg15042385	7
cg15042806	16
cg15043057	1
cg15043801	19
cg15043975	3
cg15044041	3
cg15044073	11
cg15045441	6
cg15046675	19
cg15046693	19
cg15046735	14
cg15047833	16
cg15050111	1
cg15051063	3
cg15052335	18
cg15052901	14
cg15054260	8
cg15055101	19
cg15056107	1
cg15056247	6
cg15056412	20
cg15057581	20
cg15057726	3
cg15059511	15
cg15059932	18
cg15060177	3
cg15060813	19
cg15061008	22
cg15062535	19
cg15062795	12
cg15065896	3
cg15068733	17
cg15070798	16
cg15071391	13
cg15075170	9
cg15075718	11
cg15076218	1
cg15076659	1
cg15077070	2
cg15077637	17
cg15078027	19
cg15078479	14
cg15081561	18
cg15082782	*
cg15083227	15
cg15083233	9
cg15085805	19
cg15087147	7
cg15089387	5
cg15089487	15
cg15091337	2
cg15091410	5
cg15092544	12
cg15092802	*
cg15094912	21
cg15095327	3
cg15096123	19
cg15096140	2
cg15097876	10
cg15098690	4
cg15100639	6
cg15101633	14
cg15103426	22
cg15103675	1
cg15104484	22
cg15105081	11
cg15105660	3
cg15105703	15
cg15105987	*
cg15107670	11
cg15109207	19
cg15109571	10
cg15111734	10
cg15113803	3
cg15118204	17
cg15118503	2
cg15119375	16
cg15120247	1
cg15120497	3
cg15120925	12
cg15120942	3
cg15121304	22
cg15125424	12
cg15125472	19
cg15125634	15
cg15127324	4
cg15127733	20
cg15127806	12
cg15128849	1
cg15128898	5
cg15129294	*
cg15133363	7
cg15133917	2
cg15134628	22
cg15134649	16
cg15139737	9
cg15140807	17
cg15142488	19
cg15143643	22
cg15144793	2
cg15146720	7
cg15146752	1
cg15147435	12
cg15147516	1
cg15147545	10
cg15149098	19
cg15149645	16
cg15149938	22
cg15153383	16
cg15154229	7
cg15156078	15
cg15156367	1
cg15156836	1
cg15156844	18
cg15157837	2
cg15158783	4
cg15160312	3
cg15160445	20
cg15160742	1
cg15161055	19
cg15161785	2
cg15164103	7
cg15164958	7
cg15165084	5
cg15166050	15
cg15166089	1
cg15167433	19
cg15169162	6
cg15170424	8
cg15170903	17
cg15171237	4
cg15173196	1
cg15175266	5
cg15175577	22
cg15177359	17
cg15177917	19
cg15178040	6
cg15182360	13
cg15183083	11
cg15185001	19
cg15185286	6
cg15185794	1
cg15185804	6
cg15186584	9
cg15186869	14
cg15187606	1
cg15188491	1
cg15188688	22
cg15191648	18
cg15195276	9
cg15195353	16
cg15195412	16
cg15198335	15
cg15200096	X
cg15201291	10
cg15201599	13
cg15201635	16
cg15201877	1
cg15201909	X
cg15202954	13
cg15205507	19
cg15206330	17
cg15206445	16
cg15207619	13
cg15207953	20
cg15209169	9
cg15210427	20
cg15210596	1
cg15210999	6
cg15211655	18
cg15211677	X
cg15212440	10
cg15213605	16
cg15214092	17
cg15214137	11
cg15215114	17
cg15219393	5
cg15222604	X
cg15223781	5
cg15225105	11
cg15226751	1
cg15227610	11
cg15227982	10
cg15228639	15
cg15229026	9
cg15230273	5
cg15231886	X
cg15232450	3
cg15233681	2
cg15234096	5
cg15235185	1
cg15235832	2
cg15236866	2
cg15238200	17
cg15238224	6
cg15239123	14
cg15239579	16
cg15239703	4
cg15240064	7
cg15241084	X
cg15241708	5
cg15242570	9
cg15243024	2
cg15247031	14
cg15247144	16
cg15248035	9
cg15248979	2
cg15249164	21
cg15250507	1
cg15250797	2
cg15253243	2
cg15253672	2
cg15256539	6
cg15257765	15
cg15258980	2
cg15259973	18
cg15260250	5
cg15261665	3
cg15262516	13
cg15262928	1
cg15262984	7
cg15264255	8
cg15264273	9
cg15264303	12
cg15264808	16
cg15269294	5
cg15269863	6
cg15269875	11
cg15270851	13
cg15270950	3
cg15271594	3
cg15271616	9
cg15272684	1
cg15272690	16
cg15275890	22
cg15277108	12
cg15278682	10
cg15278948	2
cg15279364	7
cg15280964	1
cg15284635	3
cg15286372	6
cg15286905	10
cg15287183	7
cg15288179	5
cg15293750	10
cg15296858	2
cg15297650	2
cg15298323	6
cg15298545	16
cg15298594	2
cg15299463	19
cg15299721	4
cg15300989	14
cg15301525	16
cg15301694	14
cg15301700	8
cg15302379	10
cg15302567	11
cg15303841	22
cg15304928	1
cg15305343	1
cg15305511	4
cg15307169	4
cg15307268	15
cg15307449	17
cg15308737	17
cg15309006	16
cg15309066	7
cg15309223	1
cg15309236	X
cg15309264	2
cg15309578	2
cg15310162	21
cg15310873	20
cg15311933	1
cg15312298	8
cg15312323	17
cg15315630	1
cg15316289	22
cg15316334	19
cg15317267	11
cg15318532	13
cg15319076	8
cg15319451	1
cg15319457	2
cg15320474	6
cg15321195	21
cg15321211	10
cg15322932	11
cg15329467	15
cg15329483	X
cg15329642	1
cg15329866	3
cg15331039	6
cg15334028	19
cg15337006	16
cg15337055	14
cg15337897	11
cg15339605	7
cg15341340	19
cg15341760	1
cg15342384	10
cg15343119	18
cg15344028	2
cg15344726	13
cg15345126	15
cg15348640	3
cg15348799	3
cg15350036	7
cg15350194	13
cg15350455	2
cg15352315	2
cg15352829	14
cg15357518	19
cg15357639	3
cg15357945	11
cg15359413	7
cg15361231	1
cg15361590	5
cg15361750	19
cg15364303	1
cg15364537	1
cg15364618	14
cg15365950	14
cg15368822	1
cg15371509	1
cg15372098	3
cg15373285	14
cg15373633	X
cg15374234	17
cg15375239	19
cg15375586	X
cg15376097	11
cg15377518	2
cg15377649	19
cg15378655	6
cg15379237	1
cg15379633	22
cg15379858	8
cg15379887	3
cg15381313	12
cg15381769	6
cg15383087	19
cg15383120	6
cg15383392	11
cg15383574	14
cg15384392	11
cg15384599	3
cg15384717	1
cg15385623	3
cg15387123	9
cg15389153	3
cg15392792	19
cg15394409	3
cg15396310	7
cg15396367	9
cg15397506	4
cg15398448	19
cg15398520	6
cg15399561	8
cg15401952	4
cg15403517	2
cg15407570	3
cg15408407	19
cg15408454	*
cg15409266	X
cg15410903	10
cg15411984	12
cg15413566	7
cg15414833	7
cg15415507	1
cg15415509	5
cg15415545	16
cg15416233	10
cg15416577	3
cg15417244	12
cg15417900	12
cg15419274	20
cg15422147	18
cg15422784	1
cg15423613	7
cg15423764	11
cg15423862	3
cg15425280	4
cg15425811	22
cg15426734	16
cg15427448	11
cg15427567	14
cg15427656	10
cg15427774	3
cg15428653	9
cg15430659	10
cg15431576	10
cg15432938	10
cg15433631	5
cg15434599	12
cg15435730	6
cg15437432	5
cg15439078	3
cg15439196	10
cg15439862	18
cg15441973	2
cg15442534	3
cg15442702	5
cg15443822	17
cg15444978	14
cg15445332	1
cg15446391	11
cg15447479	7
cg15447486	*
cg15448245	22
cg15448599	3
cg15451100	6
cg15452204	5
cg15452426	1
cg15452573	4
cg15453943	5
cg15454483	X
cg15456206	19
cg15457079	10
cg15457899	11
cg15459742	9
cg15459773	1
cg15460516	16
cg15461516	11
cg15462232	1
cg15464148	12
cg15465321	*
cg15467148	14
cg15467759	5
cg15468095	16
cg15470298	21
cg15470750	1
cg15473335	22
cg15473868	16
cg15473904	9
cg15475323	19
cg15477600	22
cg15479752	19
cg15480475	11
cg15480941	X
cg15481539	8
cg15482690	1
cg15484019	8
cg15484375	11
cg15484384	3
cg15485859	1
cg15486645	11
cg15488251	16
cg15488402	20
cg15489294	5
cg15489301	7
cg15489422	3
cg15491567	2
cg15492003	9
cg15492104	14
cg15494458	20
cg15494980	11
cg15495837	2
cg15498283	11
cg15500658	1
cg15501381	14
cg15502446	11
cg15502888	17
cg15503752	17
cg15503799	1
cg15507817	22
cg15508020	16
cg15512851	6
cg15512961	5
cg15513137	2
cg15514848	1
cg15516226	5
cg15517609	19
cg15517965	17
cg15518883	9
cg15518950	5
cg15519208	6
cg15520279	2
cg15521097	X
cg15522719	2
cg15522957	11
cg15523238	15
cg15525002	1
cg15526708	9
cg15527554	2
cg15528736	19
cg15530356	19
cg15531099	1
cg15532088	17
cg15534084	19
cg15534366	20
cg15536230	*
cg15536242	12
cg15536490	20
cg15536552	X
cg15537433	5
cg15537850	8
cg15538427	11
cg15538820	9
cg15538837	1
cg15539420	17
cg15540054	19
cg15540820	3
cg15541230	17
cg15541315	11
cg15542496	7
cg15543551	3
cg15544036	7
cg15544721	7
cg15547534	7
cg15547662	1
cg15550350	3
cg15551881	9
cg15552238	19
cg15553522	11
cg15554401	1
cg15555014	17
cg15555727	8
cg15556558	2
cg15557833	4
cg15558658	10
cg15558971	14
cg15559560	2
cg15559700	2
cg15559737	22
cg15560112	19
cg15560337	7
cg15561986	14
cg15562197	3
cg15563057	5
cg15563382	11
cg15563952	10
cg15563993	15
cg15564267	11
cg15565533	3
cg15565872	3
cg15566222	2
cg15566783	15
cg15568167	20
cg15569340	12
cg15569512	14
cg15571154	19
cg15572745	14
cg15572787	22
cg15573237	*
cg15576195	11
cg15576233	8
cg15579370	20
cg15580043	20
cg15581500	16
cg15582789	9
cg15582891	6
cg15583058	9
cg15583072	12
cg15584630	3
cg15584813	12
cg15585905	2
cg15585987	8
cg15586352	*
cg15587603	2
cg15589156	11
cg15589354	1
cg15589427	3
cg15590526	*
cg15590780	1
cg15591678	10
cg15591837	6
cg15594133	10
cg15595739	17
cg15597540	3
cg15599064	*
cg15600342	13
cg15600835	17
cg15601535	4
cg15602735	X
cg15602809	*
cg15602950	3
cg15602969	17
cg15603885	8
cg15604008	1
cg15604467	13
cg15605888	2
cg15606663	21
cg15607672	14
cg15609273	13
cg15609321	2
cg15610233	8
cg15610792	9
cg15611364	3
cg15611923	1
cg15612063	3
cg15612436	22
cg15612546	1
cg15612847	2
cg15612927	12
cg15613048	1
cg15613982	20
cg15615135	20
cg15616083	20
cg15616400	1
cg15619125	9
cg15619794	5
cg15623573	9
cg15625636	14
cg15626350	6
cg15627025	*
cg15627502	20
cg15627524	6
cg15628498	15
cg15629064	6
cg15630759	22
cg15631323	14
cg15633390	4
cg15634735	2
cg15636365	9
cg15636587	X
cg15637528	6
cg15639045	17
cg15639951	17
cg15640375	19
cg15641675	22
cg15641998	4
cg15642035	8
cg15642326	19
cg15643724	16
cg15645309	14
cg15645605	2
cg15645784	16
cg15646782	3
cg15647515	7
cg15648315	13
cg15648905	9
cg15649193	19
cg15649452	2
cg15652120	12
cg15652212	7
cg15652797	7
cg15654964	1
cg15657607	1
cg15657668	*
cg15658426	5
cg15659828	11
cg15660077	17
cg15660498	19
cg15661409	14
cg15662251	1
cg15663121	16
cg15664067	5
cg15664701	X
cg15664905	19
cg15665653	1
cg15669092	16
cg15669228	9
cg15669273	6
cg15670863	19
cg15673110	2
cg15674432	6
cg15674997	5
cg15676084	1
cg15676241	5
cg15676488	6
cg15677132	14
cg15677294	19
cg15677344	4
cg15677355	X
cg15679095	6
cg15679098	11
cg15679651	19
cg15680574	3
cg15681351	X
cg15683488	1
cg15683743	15
cg15684563	12
cg15686608	9
cg15687659	3
cg15688767	3
cg15690721	19
cg15691199	14
cg15691649	6
cg15691841	1
cg15692239	17
cg15693363	7
cg15693736	13
cg15694180	1
cg15696627	4
cg15696781	*
cg15698196	19
cg15699524	5
cg15700197	1
cg15700739	12
cg15701111	12
cg15701622	12
cg15702701	12
cg15703357	2
cg15703512	16
cg15703690	7
cg15705469	19
cg15705999	3
cg15707568	21
cg15711744	12
cg15712267	19
cg15713086	20
cg15714041	9
cg15717808	6
cg15720064	X
cg15720535	9
cg15721424	11
cg15722679	20
cg15725808	11
cg15725933	21
cg15726245	13
cg15727249	11
cg15727320	12
cg15729423	14
cg15729869	9
cg15731815	1
cg15733266	2
cg15733507	9
cg15736165	15
cg15736336	12
cg15736338	12
cg15737168	11
cg15737319	2
cg15738916	2
cg15739437	5
cg15739581	2
cg15739944	9
cg15740366	7
cg15740508	1
cg15741583	11
cg15741706	X
cg15742700	8
cg15743985	19
cg15746187	1
cg15746445	2
cg15746620	19
cg15746719	9
cg15747133	18
cg15747595	8
cg15747933	2
cg15748507	10
cg15749322	11
cg15749748	20
cg15749858	7
cg15750102	4
cg15750705	1
cg15751406	19
cg15752043	10
cg15753381	1
cg15753757	7
cg15754084	12
cg15754109	8
cg15755084	4
cg15755406	19
cg15755548	16
cg15756091	1
cg15757271	3
cg15758700	12
cg15759055	2
cg15759873	2
cg15760840	7
cg15760943	3
cg15761233	2
cg15761405	1
cg15764655	22
cg15765212	6
cg15765532	11
cg15765694	9
cg15765896	12
cg15767406	3
cg15768203	2
cg15768270	11
cg15769409	9
cg15770654	1
cg15772361	18
cg15772393	4
cg15774133	*
cg15774153	11
cg15774283	1
cg15774495	7
cg15775914	1
cg15776355	12
cg15777570	9
cg15777781	10
cg15778232	12
cg15778350	1
cg15779381	13
cg15779716	3
cg15780361	2
cg15780578	17
cg15780888	22
cg15781316	7
cg15781625	1
cg15781794	10
cg15781838	2
cg15782391	19
cg15783027	8
cg15783800	18
cg15784332	19
cg15784615	12
cg15785580	16
cg15785720	9
cg15786541	3
cg15786837	17
cg15786879	16
cg15787039	15
cg15789095	1
cg15790852	5
cg15791248	8
cg15792367	19
cg15792688	4
cg15796682	11
cg15796819	17
cg15796941	12
cg15796978	2
cg15797414	6
cg15798153	7
cg15798455	3
cg15798530	4
cg15799267	17
cg15799959	10
cg15800421	17
cg15801967	22
cg15802192	17
cg15802323	7
cg15802898	9
cg15804118	1
cg15804973	6
cg15806518	9
cg15808558	2
cg15809230	15
cg15810326	4
cg15810744	11
cg15811235	17
cg15811427	19
cg15812071	X
cg15812873	16
cg15812957	*
cg15814508	3
cg15815016	7
cg15815843	12
cg15816080	7
cg15817236	11
cg15818800	10
cg15819171	22
cg15819333	16
cg15819853	8
cg15820189	17
cg15820809	22
cg15820955	12
cg15821095	3
cg15822346	6
cg15822411	11
cg15823100	22
cg15824056	6
cg15824080	17
cg15824705	16
cg15824968	16
cg15827031	5
cg15827295	1
cg15830940	2
cg15831452	17
cg15831515	4
cg15832292	6
cg15832436	6
cg15834294	16
cg15835232	17
cg15835825	7
cg15836394	8
cg15836660	13
cg15836722	2
cg15837252	22
cg15839448	8
cg15840658	9
cg15840985	3
cg15841415	5
cg15842276	11
cg15842400	21
cg15842430	14
cg15842483	8
cg15842884	20
cg15843217	4
cg15843823	17
cg15844609	19
cg15846641	2
cg15846718	6
cg15847988	3
cg15851800	5
cg15852879	9
cg15852891	5
cg15853125	21
cg15853374	22
cg15854296	11
cg15856055	10
cg15857475	8
cg15860839	14
cg15861540	19
cg15862544	19
cg15863254	1
cg15864184	20
cg15865742	9
cg15868151	13
cg15868302	1
cg15869022	2
cg15869642	16
cg15870225	12
cg15872103	2
cg15873301	3
cg15873633	10
cg15873715	5
cg15875120	10
cg15875314	5
cg15876417	12
cg15877314	3
cg15878317	3
cg15879316	22
cg15880738	11
cg15881088	3
cg15881727	22
cg15882999	17
cg15883716	1
cg15883761	11
cg15884411	2
cg15885734	19
cg15887846	11
cg15888522	3
cg15890111	16
cg15890484	2
cg15893253	21
cg15894661	11
cg15895197	2
cg15895359	X
cg15896447	14
cg15897310	6
cg15898840	7
cg15900519	3
cg15900980	3
cg15901783	13
cg15903282	3
cg15903395	2
cg15903421	9
cg15903837	11
cg15905124	5
cg15905634	7
cg15905979	8
cg15910079	*
cg15910208	19
cg15910230	20
cg15911500	19
cg15912427	14
cg15913671	17
cg15914863	7
cg15915418	*
cg15916061	6
cg15916628	19
cg15918284	4
cg15919045	9
cg15920202	2
cg15923513	2
cg15925792	21
cg15926557	6
cg15926585	22
cg15927263	19
cg15928132	4
cg15928398	3
cg15928446	16
cg15929201	5
cg15931943	3
cg15932716	12
cg15933546	6
cg15936718	16
cg15937081	14
cg15937958	19
cg15940569	15
cg15942481	12
cg15942562	12
cg15944762	17
cg15944856	2
cg15945417	17
cg15945602	17
cg15945754	6
cg15945769	1
cg15946545	13
cg15946807	3
cg15947959	5
cg15948326	11
cg15949277	1
cg15951107	19
cg15952487	1
cg15952725	1
cg15954792	2
cg15955341	1
cg15957394	4
cg15958424	3
cg15959756	2
cg15963417	12
cg15963971	11
cg15965055	1
cg15965510	10
cg15965913	1
cg15966253	3
cg15966757	12
cg15967525	4
cg15970621	16
cg15971505	6
cg15971836	2
cg15972294	3
cg15972617	5
cg15973234	15
cg15974053	19
cg15974062	12
cg15975283	1
cg15976539	18
cg15977272	X
cg15977278	12
cg15977816	19
cg15979098	19
cg15979932	17
cg15980408	3
cg15981265	6
cg15981554	19
cg15981753	*
cg15982308	6
cg15982419	18
cg15983005	17
cg15983520	8
cg15983538	1
cg15984612	8
cg15984661	19
cg15984822	10
cg15988232	3
cg15988792	20
cg15989091	2
cg15990015	1
cg15991288	1
cg15992730	12
cg15993402	16
cg15993674	20
cg15994159	17
cg15994781	3
cg15995002	8
cg15996947	14
cg15997411	1
cg15998761	2
cg16000832	13
cg16000888	11
cg16001460	6
cg16001913	10
cg16003238	15
cg16003500	20
cg16003913	16
cg16004226	11
cg16004800	12
cg16005224	12
cg16005443	19
cg16007185	14
cg16007628	17
cg16007680	8
cg16008138	17
cg16009558	6
cg16011258	1
cg16013246	1
cg16014085	16
cg16016036	2
cg16016641	20
cg16016951	15
cg16017358	2
cg16017492	17
cg16019273	1
cg16019620	6
cg16020904	17
cg16022279	X
cg16022344	2
cg16025584	9
cg16026550	11
cg16028753	1
cg16028934	1
cg16029636	1
cg16029760	15
cg16029957	2
cg16034046	16
cg16034652	14
cg16035277	11
cg16035531	6
cg16036738	14
cg16037142	9
cg16040953	7
cg16041611	6
cg16041660	12
cg16042149	22
cg16045696	*
cg16046376	11
cg16046465	15
cg16046951	20
cg16047482	14
cg16049587	7
cg16050349	3
cg16050784	8
cg16050957	16
cg16051027	20
cg16051685	1
cg16052901	6
cg16054422	12
cg16060664	8
cg16062480	1
cg16063112	10
cg16063666	7
cg16065186	17
cg16068780	12
cg16068833	1
cg16069236	21
cg16069910	19
cg16070444	22
cg16072030	1
cg16072462	4
cg16075384	7
cg16075940	6
cg16076328	2
cg16077929	14
cg16078836	3
cg16080552	1
cg16082125	X
cg16084788	1
cg16085042	12
cg16087263	1
cg16090392	4
cg16091845	4
cg16092786	11
cg16092956	4
cg16094520	17
cg16094954	19
cg16097079	6
cg16097772	12
cg16098170	19
cg16098726	3
cg16098981	20
cg16101572	14
cg16101800	20
cg16104446	8
cg16106497	*
cg16107172	19
cg16107553	14
cg16108132	10
cg16109297	1
cg16111791	2
cg16112050	18
cg16112129	5
cg16112157	12
cg16112945	9
cg16114640	13
cg16116363	1
cg16118817	19
cg16119128	15
cg16119274	16
cg16120811	11
cg16121444	1
cg16122592	X
cg16124337	6
cg16124821	8
cg16125615	19
cg16127845	7
cg16127900	6
cg16128363	18
cg16129797	8
cg16129988	3
cg16131766	15
cg16133244	16
cg16137862	20
cg16139316	1
cg16140179	13
cg16141690	14
cg16142218	8
cg16142977	19
cg16144006	*
cg16148270	1
cg16148403	4
cg16148454	16
cg16150435	6
cg16152813	16
cg16153267	13
cg16154416	15
cg16155382	1
cg16155588	13
cg16155702	19
cg16158220	2
cg16158681	16
cg16158807	9
cg16158874	19
cg16159313	3
cg16160720	5
cg16161425	5
cg16166399	19
cg16168311	1
cg16169604	2
cg16173067	20
cg16173109	2
cg16174071	*
cg16174234	19
cg16175263	8
cg16175725	12
cg16175792	1
cg16176301	11
cg16176379	16
cg16176600	6
cg16177163	8
cg16177830	16
cg16178491	12
cg16179125	20
cg16181202	4
cg16182127	1
cg16184930	14
cg16184943	22
cg16185365	3
cg16188038	5
cg16188243	19
cg16189954	22
cg16191009	3
cg16191875	X
cg16192029	7
cg16192575	10
cg16192916	2
cg16193203	10
cg16194715	13
cg16195804	12
cg16196602	11
cg16196812	10
cg16199381	9
cg16200844	20
cg16202564	8
cg16204289	2
cg16204757	X
cg16205058	14
cg16208136	8
cg16208271	20
cg16208448	13
cg16208491	6
cg16209630	11
cg16211684	10
cg16213655	16
cg16213976	9
cg16215361	11
cg16218254	7
cg16218377	11
cg16218387	6
cg16218424	12
cg16219122	7
cg16220183	17
cg16220802	4
cg16221059	X
cg16222568	2
cg16222698	11
cg16222762	18
cg16224854	9
cg16225091	11
cg16225429	3
cg16225441	17
cg16225753	4
cg16227684	X
cg16227775	X
cg16228804	1
cg16232126	2
cg16232979	19
cg16233911	*
cg16233998	1
cg16235034	9
cg16235860	1
cg16236759	16
cg16236875	12
cg16237595	12
cg16239406	6
cg16240480	1
cg16241648	7
cg16241714	8
cg16242770	17
cg16243644	X
cg16243646	4
cg16245261	11
cg16245339	16
cg16245844	12
cg16246410	2
cg16248277	10
cg16249454	4
cg16249711	14
cg16250355	3
cg16250754	5
cg16253168	6
cg16253412	7
cg16254309	7
cg16254764	3
cg16256230	X
cg16256504	2
cg16256610	8
cg16256643	19
cg16257040	5
cg16257086	1
cg16257091	11
cg16257685	13
cg16261965	12
cg16263182	16
cg16264526	4
cg16267059	15
cg16267266	6
cg16267491	4
cg16268051	1
cg16268429	5
cg16268563	6
cg16269097	X
cg16270091	3
cg16270890	16
cg16270990	11
cg16272420	10
cg16273524	2
cg16273597	6
cg16273788	15
cg16274148	9
cg16275172	15
cg16276070	19
cg16276199	2
cg16279786	2
cg16280313	11
cg16280667	11
cg16280922	1
cg16281796	22
cg16282101	2
cg16282679	6
cg16284168	7
cg16284292	9
cg16286776	8
cg16290693	1
cg16290737	14
cg16293088	22
cg16293105	19
cg16293656	8
cg16293991	1
cg16295988	9
cg16296356	17
cg16297030	5
cg16298264	5
cg16298282	6
cg16299341	1
cg16299616	*
cg16301617	17
cg16302441	2
cg16303453	16
cg16303562	8
cg16306115	6
cg16306381	17
cg16307860	1
cg16310262	15
cg16310717	12
cg16312163	3
cg16312647	15
cg16312916	12
cg16313343	14
cg16313587	8
cg16315923	17
cg16317961	18
cg16319213	21
cg16319578	14
cg16321029	15
cg16323498	17
cg16324018	2
cg16326979	8
cg16328273	8
cg16328820	7
cg16330965	15
cg16332060	11
cg16332224	20
cg16332577	17
cg16334519	3
cg16334795	21
cg16334840	2
cg16335762	16
cg16336120	7
cg16338035	3
cg16338347	3
cg16338822	20
cg16339185	3
cg16340268	1
cg16340918	10
cg16341373	1
cg16342780	X
cg16343696	1
cg16343842	X
cg16345226	19
cg16345880	1
cg16348491	18
cg16351002	10
cg16351184	9
cg16352283	1
cg16353413	20
cg16353836	19
cg16354207	2
cg16356516	16
cg16356956	22
cg16357381	3
cg16357921	9
cg16358738	2
cg16358826	4
